Event,Race,Description,Participants,Registration Opens,Registration Closes,Entry Fee,Sign Up,Date,Starting Time,Starting Point,Country,SumDistance,SumElevation Gain,SumDescent,SumRefreshment Points,SumTimeLimit,Website,CourseUrl,LogoPicURL,ProfilePicURL,SourceUrl
Mátrabérc Trails 2019,Mátrabérc Trail,"A Mátrabérc Trail története a Mátrabérc Teljesítménytúrával kezdődött, amelyet 1987 óta szervez a Hanák Kolos Turistaegyesület. A túra útvonala többnyire egy nyomvonalas ösvényeken, izgalmas útvonalon, a Mátra főgerincét követve, kelet-nyugati irányban szeli át az egész hegységet. A teljes távot, magyarországi viszonylatban igen nagy, és változatosan eloszló szintemelkedés nehezíti. Ezen adotságoknak köszönhetően, az elmúlt évtizedek során a Mátrabérc, Magyarország egyik leglátogatottabb és legnagyobb presztizsű teljesítménytúrája lett. A túra résztávján (a Kékes-Szurdokpüspöki szakaszon) a Mátrabérccel egyidőben 1991 óta rendezik meg a Hanák Kolos teljesítménytúrát, valamint 2005 óta a Galyatető-Szurdokpüspöki szakaszon a Muzsla teljesítménytúrát. 2009-ig, egyre többen indultak el a teljesítménytúrán futva - egymással és önmagukkal versenyezve - a minél jobb időeredményért és helyezésért. A leggyorsabbak rendszerint Magyarország legjobb terepfutói közül kerültek ki, amely komoly elismerést jelentett. Az utóbbi években, a hazánkban is folyamatosan gyarapodó terepfutó társadalom egyre növekvő igényt támasztott az igazi terepfutó versenyek létrehozásával szemben. Sokan az Alpokban megrendezett versenyeket - kiemelve a francia és olasz rendezvényeket - tekintették követendő példáknak. Sokáig az egyik legkiválóbb adottságokkal rendelkező hazai, természetes útvonalon nem volt lehetőség valódi versenykörülmények között teljesíteni a távot. Ezt a hiányosságot pótólva, 2010-től, a teljesítménytúra útvonalán önálló rendezvényként megrendezett Mátrabérc Trail terepfutó versenyen bárki kipróbálhatja képességeit, és futva keresztezheti az ország legmagasabb hegységét. A verseny híre hamar átlépte az ország határait, amit az egyre gyarapodó nemzetközi mezőny jelenléte igazol évről-évre.
Description in English
The Mátrabérc Endurance Tour has been organized by the Kolos Hanák Hiker Association since 1987.The track of the tour, which goes through the whole mountain from east to west, follows the main ridge of the Mátra. 99 % of the trace is trail,four fifth of it is usually one-track ridge, with amazing diversified view. One of the major characteristics of the whole distance is the various altitude, which is relatively big in comparison with other trails in Hungary. Thanks to these features Mátrabérc became one of the most frequented and prestigious endurance tours of Hungary during the past few decades. At the same time with the Mátrabérc Endurance Tour two other tours have been organized. One of them is the Kolos Hanák Endurance Tour between Kékes and Szurdokpüspöki since 1991. The other one is the Muzsla Endurance Tour between Galyatető and Szurdokpüspöki since 2005.More and more people took part in the Endurance Tour-at a run-in contest with each other or themselves for the better results. The fastest runners were usually the best trail runners of Hungary, which meant serious prestige for the winners. During the past few years the number of trail runners was getting higher and higher in Hungary. That’s why it was claimed to have “real challenging” contests. Most of them regarded the races in the Alps-especially the French and Italian ones- exemplary. For a long time they haven’t had a chance to fulfill the distance among race conditions although, it was one of the trails in Hungary which had the best features. In order to satisfy this demand-on the trace of the Endurance Tour-the Mátrabérc Trail Running race was born in 2010, where everybody can try out his abilities by running through the highest mountain of the country. The fame of the race soon crossed the country’s borders, which is proved by the increasing number of the international field year by year.",250,1 February 2019,31 March 2019,15000 HUF,http://www.mbtrail.hu/home,20 April 2019,08:00,Sirok-Kőkútpuszta,Hongrie,55.1km,2430m,2450m,4,,http://www.mbtrail.hu,https://tracedetrail.fr/en/trace/itra/79085,/orga_pic/logo_med836.jpg,https://itra.run/orga_pic/p_12379_3.jpg,https://itra.run/calend.php?ide=836&mode=getEvt&id=836&annee=2019&idc=12379
Mátrabérc Trails 2019,Muzsla Trail,"A terepfutás népszerűsége Magyarországon évek óta nő, ez egyre több új arcot jelent itthon, akik szeretnék megméretni magukat és versenyezni akarnak. Nagyon sokan vannak közülük, akik gondolatban már a Mátra bércein járnak de fizikálisan még nem tartanak ott. Számukra hoztuk létre a Muzsla Trail versenyünket, ami egy rövidebb távon - de arányaiban hasonló nehézségi szint mellett - megadja a lehetőséget arra, hogy a résztvevők belekóstolhassanak a Mátrabérc Trail hangulatába és annak a mindenki által legkeményebbnek titulált szakaszát, a Muzslát együtt futhassák a klasszikus távon indulókkal.  
Description in English
The popularity of trail running has been rising in Hungary for years, which means more and more new “faces” who would like to be measured and contest at races. Lots of them have been dreaming about running on the peaks of the Mátra but physically they haven’t been ready for that yet. That’s why Muzsla Trail has been established for them. This race has similar difficulty level as Mátrabérc trail but the distance is shorter. We would like to give a chance to the participants of the Muzsla trail to experience the atmosphere of the Mátrabérc Trail and race together through Muzsla –which is considered to be the toughest stage of the race-with the contestants of the Mátrabérc Trail.",250,1 February 2019,31 March 2019,7000 HUF,http://www.mbtrail.hu/home,21 April 2019,10:00,Szurdokpüspöki,Hongrie,27.4km,1270m,1270m,2,,http://www.mbtrail.hu,https://tracedetrail.fr/en/trace/itra/77576,/orga_pic/logo_med836.jpg,https://itra.run/orga_pic/p_12381_3.jpg,https://itra.run/calend.php?ide=836&mode=getEvt&id=836&annee=2019&idc=12381
Mokelumne River Trail Running Festival 2019,Mokelumne 50 Miler,,100,,,,,20 April 2019,06:00,Valley,Etats-Unis,82.5km,2440m,2440m,9,14:00,http://singletrackrunning.com/mokelumne/,https://tracedetrail.fr/en/trace/itra/74621,,,https://itra.run/calend.php?ide=3465&mode=getEvt&id=3465&annee=2019&idc=10887
Mokelumne River Trail Running Festival 2019,50K,,100,31 October 2018,16 April 2019,,,20 April 2019,06:00,Valley,Etats-Unis,49.3km,780m,780m,N/A,14:00,http://singletrackrunning.com/mokelumne/,,,,https://itra.run/calend.php?ide=3465&mode=getEvt&id=3465&annee=2019&idc=7443
Mokelumne River Trail Running Festival 2019,Half Marathon,,100,,,,,21 April 2019,09:00,Valley,Etats-Unis,21.1km,300m,300m,2,03:30,http://singletrackrunning.com/mokelumne/,,,,https://itra.run/calend.php?ide=3465&mode=getEvt&id=3465&annee=2019&idc=10889
The North Face 100 Ultra Trail-Taiwan 2019,100K,"TNF100國際越野跑挑戰賽-100公里組
Description in English
The North Face Ultra Trail 100K",100,1 February 2019,15 March 2019,,,20 April 2019,10:00,Ruifang,Taïwan,102.2km,5750m,5720m,9,32:00,http://www.xn--djr420n.tw/tnf100_2019.php,https://tracedetrail.fr/en/trace/itra/79411,,https://itra.run/orga_pic/p_18547_1.jpg,https://itra.run/calend.php?ide=7261&mode=getEvt&id=7261&annee=2019&idc=18547
The North Face 100 Ultra Trail-Taiwan 2019,50K,"TNF100國際越野跑挑戰賽
Description in English
TNF100 Ultra Trail-Taiwan",300,1 February 2019,28 February 2019,100USD,http://www.xn--djr420n.tw/tnf100_2019_info_en.html,21 April 2019,04:00,Ruifang,Taïwan,47.9km,2850m,2810m,4,14:00,http://www.xn--djr420n.tw/tnf100_2019.php,https://tracedetrail.fr/en/trace/itra/80369,,https://itra.run/orga_pic/p_18397_1.jpg,https://itra.run/calend.php?ide=7261&mode=getEvt&id=7261&annee=2019&idc=18397
The North Face 100 Ultra Trail-Taiwan 2019,20K,"TNF100國際越野跑挑戰賽
Description in English
The North Face 100 Ultra Trail-Taiwan 2019",800,1 February 2019,28 February 2019,,http://www.xn--djr420n.tw/tnf100_2019_info_en.html,21 April 2019,07:00,Ruifang,Taïwan,23.6km,1540m,1500m,2,09:00,http://www.xn--djr420n.tw/tnf100_2019.php,https://tracedetrail.fr/en/trace/itra/79360,,,https://itra.run/calend.php?ide=7261&mode=getEvt&id=7261&annee=2019&idc=18399
Trail'n Loue 2019,Un Tour En Terre De Loue,"Un format inédit : une course à étape sur deux jours en équipe de deux, sur du vrai trail ! Première étape d'Ornans à Mouthier, un nouveau parcours magnifique qui va vous surprendre ! ",200,,,,,20 April 2019,09:00,Ornans,France,80.2,4760.0,4660.0,6.0,00:00,http://trailnloue.com/,https://tracedetrail.fr/en/trace/itra/76412,,,https://itra.run/calend.php?ide=4739&mode=getEvt&id=4739&annee=2019&idc=11463
Trail'n Loue 2019,Trail Du Moine,,250,,,,,21 April 2019,09:00,Mouthier-Haute-Pierre,France,33.6km,1780m,1780m,3,05:45,http://trailnloue.com/,https://tracedetrail.fr/en/trace/itra/71513,,,https://itra.run/calend.php?ide=4739&mode=getEvt&id=4739&annee=2019&idc=11459
Trail'n Loue 2019,Trail Des Sources,"Une magnifique course de 18km, avec une montée à travers les vergers puis les crêtes d'Hautepierre avec une vue à couper le souffle. La descente est très ludique avec quelques relances. La descente des aiguillons est technique, et le retour par la Source est très varié, entre relances, gros blocs. ",500,,,,,20 April 2019,15:00,Mouthier-Haute-Pierre,France,18.1km,1030m,1030m,2,03:00,http://trailnloue.com/,https://tracedetrail.fr/en/trace/itra/71511,,,https://itra.run/calend.php?ide=4739&mode=getEvt&id=4739&annee=2019&idc=11457
Trans Aubrac 2019,Ultra 105 Km,,300,28 October 2018,30 March 2019,,,20 April 2019,06:00,BertholĂ¨ne,France,105.1km,3420m,3610m,4,22:00,http://www.trans-aubrac.fr/,https://tracedetrail.fr/en/trace/itra/68467,,https://itra.run/orga_pic/p_387_2.jpg,https://itra.run/calend.php?ide=1592&mode=getEvt&id=1592&annee=2019&idc=387
Trans Aubrac 2019,Trail Du Capuchadou,,500,30 September 2018,30 March 2019,,,20 April 2019,10:00,Laguiole,France,52.3km,1400m,1980m,1,13:00,http://www.trans-aubrac.fr/,https://tracedetrail.fr/en/trace/itra/68470,,https://itra.run/orga_pic/p_3697_2.jpg,https://itra.run/calend.php?ide=1592&mode=getEvt&id=1592&annee=2019&idc=3697
Trans Aubrac 2019,Trans Aubrac Relais 2,,109,28 September 2018,8 April 2019,,,20 April 2019,08:00,Saint,France,30.3km,1520m,900m,N/A,06:45,http://www.trans-aubrac.fr/,https://tracedetrail.fr/en/trace/itra/68473,,https://itra.run/orga_pic/p_7789_1.jpg,https://itra.run/calend.php?ide=1592&mode=getEvt&id=1592&annee=2019&idc=7789
Trans Aubrac 2019,Trans Aubrac - Relais 4,,109,28 September 2018,8 April 2019,,,20 April 2019,13:00,Aubrac,France,28.4km,670m,1580m,N/A,06:00,http://www.trans-aubrac.fr/,https://tracedetrail.fr/en/trace/itra/68475,,https://itra.run/orga_pic/p_7793_1.jpg,https://itra.run/calend.php?ide=1592&mode=getEvt&id=1592&annee=2019&idc=7793
Trans Aubrac 2019,Trans Aubrac - Relais 3,,109,28 September 2018,8 April 2019,,,20 April 2019,11:00,Laguiole,France,24.3km,740m,400m,1,04:15,http://www.trans-aubrac.fr/,https://tracedetrail.fr/en/trace/itra/68474,,https://itra.run/orga_pic/p_7791_1.jpg,https://itra.run/calend.php?ide=1592&mode=getEvt&id=1592&annee=2019&idc=7791
Trans Aubrac 2019,Trans Aubrac Relais 1,,109,28 September 2018,8 April 2019,,,20 April 2019,06:00,BertholĂ¨ne,France,22.4km,500m,740m,N/A,04:00,http://www.trans-aubrac.fr/,https://tracedetrail.fr/en/trace/itra/68472,,https://itra.run/orga_pic/p_7787_1.jpg,https://itra.run/calend.php?ide=1592&mode=getEvt&id=1592&annee=2019&idc=7787
Tutan Transmantiqueira Ut Agulhas Negras 2019,Tutan 100K,PortuguĂŞs-BR,100,4 January 2019,9 March 2019,"USD$ 160,00",http://www.tutan.com.br,20 April 2019,06:00,Resende,Brésil,100.6km,4060m,4720m,1,20:00,https://www.tutan.com.br/,,/orga_pic/logo_med5085.jpg,https://itra.run/orga_pic/p_12107_2.jpg,https://itra.run/calend.php?ide=5085&mode=getEvt&id=5085&annee=2019&idc=12107
Tutan Transmantiqueira Ut Agulhas Negras 2019,Tutan 70K,PortuguĂŞs-BR,170,4 January 2019,9 March 2019,"USD$170,00",http://www.tutan.com.br,20 April 2019,06:00,Resende,Brésil,79.8km,3420m,4090m,1,17:00,https://www.tutan.com.br/,,/orga_pic/logo_med5085.jpg,https://itra.run/orga_pic/p_12105_1.jpg,https://itra.run/calend.php?ide=5085&mode=getEvt&id=5085&annee=2019&idc=12105
Tutan Transmantiqueira Ut Agulhas Negras 2019,Tutan 42K,Português-BR,230,4 January 2019,9 March 2019,"USD 95,00",http://www.tutan.com.br,20 April 2019,08:00,Visconde,Brésil,43.1km,1600m,1600m,1,10:00,https://www.tutan.com.br/,,/orga_pic/logo_med5085.jpg,https://itra.run/orga_pic/p_12093_1.jpg,https://itra.run/calend.php?ide=5085&mode=getEvt&id=5085&annee=2019&idc=12093
Yakima Skyline Rim 2019,Yakima Skyline Rim 50 Km,"The Yakima Skyline 50K takes place outside of Ellensburg, WA near the Umtanum Creek Recreation Area on Canyon Rd. On the eastern side of the Cascade mountains, this out and back course is located in a beautiful high desert, rainshadow region of the area. The race is exposed, hot, and dry! And with nearly 10,000 feet of elevation gain, it's a tough 50K that some have described feels more like a 50 miler. Expect stunning views of the canyon and of the Yakima river below as well as views of Mt Rainier and the Cascades off in the distance. There are quad burning climbs, screaming downhills, and rolling ridgelines along fields of wildflowers.",190,15 September 2008,,110 usd,http://ultrasignup.com/register.aspx?did=59977,20 April 2019,08:00,Yakima,Etats-Unis,50.8km,2620m,2620m,3,09:00,http://www.rainshadowrunning.com,https://tracedetrail.fr/en/trace/itra/82078,,https://itra.run/orga_pic/p_1296_1.jpg,https://itra.run/calend.php?ide=1856&mode=getEvt&id=1856&annee=2019&idc=1296
Yakima Skyline Rim 2019,Yakima Skyline Rim 25 Km,,210,5 January 2019,27 February 2019,90 usd,http://ultrasignup.com/register.aspx?did=59978,21 April 2019,09:00,Yakima,Etats-Unis,24.8km,1480m,1480m,1,06:00,http://www.rainshadowrunning.com,https://tracedetrail.fr/en/trace/itra/82077,,https://itra.run/orga_pic/p_2182_1.jpg,https://itra.run/calend.php?ide=1856&mode=getEvt&id=1856&annee=2019&idc=2182
Yuquan Mountain Ultra-Trail® Challenge 2019,50Km,"赛事已成功举办三届，本次是第四届比赛。是山西省著名的越野跑赛事。
Description in English
The competition has been successfully held for three times, this is the fourth competition. It is a famous race in Shanxi Province.",300,1 March 2019,31 March 2019,498RMB,http://xionggepyh.com/,21 April 2019,06:30,Taiyuan,Chine,52.6km,2530m,2530m,4,,http://xionggepyh.com/,https://tracedetrail.fr/en/trace/itra/82376,,,https://itra.run/calend.php?ide=3541&mode=getEvt&id=3541&annee=2019&idc=19023
Yuquan Mountain Ultra-Trail® Challenge 2019,30Km,"赛事已成功举办三届，本次是第四届比赛。是山西省著名的越野跑赛事。
Description in English
The competition has been successfully held for three times, this is the fourth competition. It is a famous race in Shanxi Province.",500,1 March 2019,31 March 2019,298RMB,http://xionggepyh.com/,21 April 2019,07:15,Taiyuan,Chine,31km,1380m,1380m,3,,http://xionggepyh.com/,https://tracedetrail.fr/en/trace/itra/81662,,https://itra.run/orga_pic/p_7699_1.jpg,https://itra.run/calend.php?ide=3541&mode=getEvt&id=3541&annee=2019&idc=7699
Dayin Trail Run 2019,Dayin Trail Run 2019,,300,1 January 2019,20 April 2019,,,17 November 2019,07:00,Yuyao,Chine,52.7km,3150m,3150m,3,08:00,http://HTTP://airanshao.com,https://tracedetrail.fr/en/trace/itra/79231,,,https://itra.run/calend.php?ide=6121&mode=getEvt&id=6121&annee=2019&idc=14799
Dayin Trail Run 2019,Dayin Trail Run 30K,,300,12 January 2019,20 April 2019,,,21 April 2019,08:00,(Chine),Chine,32km,1900m,1900m,2,,http://HTTP://airanshao.com,https://tracedetrail.fr/en/trace/itra/80112,,,https://itra.run/calend.php?ide=6121&mode=getEvt&id=6121&annee=2019&idc=18335
Kalinovka Spring Trail 2019,10K Trail,,350,31 December 2018,19 April 2019,,,21 April 2019,10:00,(Russie),Russie,10.1km,200m,210m,1,,http://uralraces.ru/springtrail,https://tracedetrail.fr/en/trace/itra/81518,,,https://itra.run/calend.php?ide=5701&mode=getEvt&id=5701&annee=2019&idc=13585
Nord Trail Monts De Flandres 2019,Nord Trail Monts De Flandres 80 Km,,1200,14 September 2018,,,,21 April 2019,06:00,BAILLEUL,France,79.7km,1610m,1610m,4,,https://www.facebook.com/Nordtrailmontsdeflandres/,https://tracedetrail.fr/en/trace/itra/60357,,,https://itra.run/calend.php?ide=4031&mode=getEvt&id=4031&annee=2019&idc=9073
Nord Trail Monts De Flandres 2019,59 Km,,1200,14 September 2018,,,,21 April 2019,07:30,BAILLEUL,France,59.7km,1260m,1260m,3,,https://www.facebook.com/Nordtrailmontsdeflandres/,https://tracedetrail.fr/en/trace/itra/60356,,,https://itra.run/calend.php?ide=4031&mode=getEvt&id=4031&annee=2019&idc=14303
Nord Trail Monts De Flandres 2019,42 Km,,1200,14 September 2018,,,,21 April 2019,09:00,BAILLEUL,France,43.4km,920m,920m,2,,https://www.facebook.com/Nordtrailmontsdeflandres/,https://tracedetrail.fr/en/trace/itra/60355,,,https://itra.run/calend.php?ide=4031&mode=getEvt&id=4031&annee=2019&idc=9071
Nord Trail Monts De Flandres 2019,25 Km,,1200,14 September 2018,,28,,21 April 2019,00:00,bailleul,France,26.9km,500m,500m,1,,https://www.facebook.com/Nordtrailmontsdeflandres/,https://tracedetrail.fr/en/trace/itra/60354,,https://itra.run/orga_pic/p_14301_1.jpg,https://itra.run/calend.php?ide=4031&mode=getEvt&id=4031&annee=2019&idc=14301
Signes Trail 2019,Signes Marathon,,250,15 December 2018,21 April 2019,pas détérminé,,21 April 2019,07:30,SIGNES,France,44.5km,2190m,2190m,2,09:00,http://signestrail.fr/,https://tracedetrail.fr/en/trace/itra/78231,,,https://itra.run/calend.php?ide=1165&mode=getEvt&id=1165&annee=2019&idc=3075
Signes Trail 2019,Les Sentiers D'ugolin,,500,15 December 2018,21 April 2019,,,21 April 2019,09:00,SIGNES,France,30.3km,1530m,1530m,1,06:00,http://signestrail.fr/,https://tracedetrail.fr/en/trace/itra/72626,,,https://itra.run/calend.php?ide=1165&mode=getEvt&id=1165&annee=2019&idc=5244
Sougliani Trail  2019,Sougliani Trail,"Το Γεγονός  “Sougliani Trail 24.5km” θα πραγματοποιηθεί στις 21 Απριλίου 2019 και ώρα 09:45πμ στο Στρατονικό Όρος, στον Σταυρό Θεσσαλονίκης (κεντρική Μακεδονία). Η διαδρομή έχει μήκος 24,5χιλιόμετρα και θετική υψομετρική διαφορά +1600 μέτρα. Στο μεγαλύτερο μέρος της, η διαδρομή αποτελείται 20,3 χλμ μονοπάτι (82,,8%), ενώ την συμπληρώνουν 2,4χλμ.  δασικός δρόμος (9,8%), και 1,9 χλμ. άσφαλτος (7,4%). Η διαδρομή έχει χαρακτήρα κυκλικό με εκκίνηση και τερματισμό στο 1ο Δημοτικό Σχολείο Σταυρού. Η ποικιλία της βλάστησης είναι μεγάλη και χαρακτηρίζεται από ένα μεικτό δάσος από σκληρόξυλα δέντρα. Στην περιοχή διακρίνονται τρεις δασικοί οικότοποι. Τα δάση φυλλοβόλων πλατύφυλλων με διάφορα είδη δρυός, καστανιές, οστρυές, φιλύρες, κότινους και οξιές με ιδιαίτερο χαρακτηριστικό τα αρχέγονα δάση από οξιές, δρυς και αιωνόβιες μεγάλες καστανιές. Τα δάση αείφυλλων-σκληρόφυλλων πλατύφυλλων ειδών με άρκευθους, ίταμους, αριές, δάφνες, πουρνάρια, φιλύκια και κουμαριές και τα παραποτάμια δάση με είδη όπως, πλατάνια, σκλήθρα, γαύρους, σφενδάμια, ιτιές, λεύκες, φτελιές και φράξους. Στα δάση αυτά ζούνε λύκοι, αγριόγατοι και ζαρκάδια, αλλά και τα πολύ σπάνια τσακάλια που έχουν εξαφανιστεί από πολλούς τόπους της χώρας. Οι πληθυσμοί των θηλαστικών συμπληρώνονται από αλεπούδες, κουνάβια, σκίουρους, ασβούς, αγριογούρουνα, νυφίτσες και 3 είδη νυχτερίδας. Το γεγονός Ορεινού Τρεξίματος  “Sougliani Trail” γίνεται με σκοπό να γνωρίσουν οι συμμετέχοντες  το ορεινό κομμάτι της περιοχής μας (Στρατονικό Όρος)που έχει πυκνή βλάστηση, βρίσκεται στα σύνορα  Θεσσαλονίκης – Χαλκιδικής, πάνω από τα χωριά Σταυρός και Άνω Σταυρός Θεσσαλονίκης και Βαρβάρα Χαλκιδικής. Απέχει από την Θεσσαλονίκη, Δράμα, Καβάλα και Σέρρες 1 ώρα και σε πολλούς είναι άγνωστο.  Επίσης, όποιος θέλει μπορεί να δει και να κατεβάσει την διαδρομή Sougliani Trail 24,5km με GPS στο  link: https://el.wikiloc.com/mountain-running-diadromes/oreinos-agonas-sougliani-trail-run-24-5km-stratoniko-oros-16592451
Description in English
The “Sougliani Trail” will take place on April 21st 2019 and at 9:45pm in Stratoni Alp, in Stavros Thessaloniki(central Macedonia). The route of the race is 24.5 km in length and positive drop +1600m. In its biggest part, the trail is made up of 20.3km path(82.8%),  2.4km woodland road(9.8%), and 1.9km paved road(7.4). The trail is circular with starting point and finish in the First Primary School of Stavros. The vegetation diversity is big and is characterized by a mixed forest of hardwood trees. In the area we can distinguish three main habitats. The hardwood trees forests  with several kinds of oak, chestnut trees, ostryas, tilias, laurels and beech trees with the distinctive characteristic  of the primitive forests of beech trees, oaks and centenarian large chestnut trees. The forests of evergreen-hardwood broadleaves kinds with junipers, yews, arias, daphnes, kermes oak trees, rhamnus alaternus and arbutus and the forests by the river with kinds such as planes, alders, carpinus, maples, willows, poplars, elms and ash trees. This forest is inhabited by wolves, wild cats and roes as well as the very rare jackals that have become extinct in many places of Greece. The mammals’ population is completed by foxes, ferrets, squirrels, badgers, boars, weasels and three kinds of bat. The race “Sougliani trail” is held with the purpose of the athletes meeting the mountain part of our area (the Stratoni Alp) which has a thick vegetation and is situated on the borders of Thessaloniki-Chalkidiki, over the villages of Stavros and Ano-Stavros of Thessalniki and Varvara, Chalkidiki. It is 1 hour far from Thessaloniki, Drama, Kavala and Serres and is unknown to many.  Here you can download the GPX archive of the route Sougliani Trail: https://el.wikiloc.com/mountain-running-diadromes/oreinos-agonas-sougliani-trail-run-24-5km-stratoniko-oros-16592451",250,1 March 2019,14 April 2019,15euro,http://fosstavrou.gr/trail/,21 April 2019,09:45,Stavros,Grèce,25.2km,1550m,1530m,3,05:30,http://fosstavrou.gr/trail/,https://tracedetrail.fr/en/trace/itra/78870,/orga_pic/logo_med7213.jpg,https://itra.run/orga_pic/p_18201_1.jpg,https://itra.run/calend.php?ide=7213&mode=getEvt&id=7213&annee=2019&idc=18201
